CompetitorId,Back Squat,Clean and Jerk,Snatch,Deadlift,Fran,Grace,Helen,Filthy 50,Sprint 400m,Run 5k,Fight Gone Bad,Max Pull-ups,L1 Benchmark
1092018,--,--,--,--,--,--,--,--,--,--,--,--,
568126,--,106 kg,80 kg,160 kg,--,--,--,--,--,--,--,--,
1583634,--,--,--,--,--,--,--,--,--,--,--,--,
1105011,325 lb,210 lb,160 lb,350 lb,2:49,1:54,--,--,--,--,--,20,
530303,113 kg,83 kg,70 kg,128 kg,--,--,--,--,--,--,--,--,
481839,144 kg,100 kg,77 kg,151 kg,--,--,--,--,--,24:17,--,--,--
1233295,105 kg,80 kg,65 kg,110 kg,--,--,--,--,--,--,--,--,
155975,--,--,--,--,--,--,--,--,--,--,--,--,
196010,305 lb,205 lb,150 lb,305 lb,2:28,--,9:32,23:52,1:22,--,328,20,
542386,230 lb,200 lb,160 lb,295 lb,2:31,--,--,--,--,--,--,--,--
674701,285 lb,205 lb,175 lb,315 lb,3:36,2:29,9:02,--,1:02,21:33,--,--,
48215,270 lb,185 lb,150 lb,285 lb,2:28,2:13,9:04,--,--,--,--,50,
1557886,235 lb,200 lb,155 lb,320 lb,3:20,2:11,--,--,--,--,391,--,
2265379,--,--,--,--,--,--,--,--,--,--,--,--,
1601769,310 lb,245 lb,200 lb,365 lb,3:16,2:00,8:15,--,--,--,--,--,--
1122629,--,--,--,--,--,--,--,--,--,--,--,--,
349093,300 lb,220 lb,165 lb,305 lb,2:35,1:56,--,--,--,--,--,--,
593095,--,--,--,--,--,--,--,--,--,--,--,--,
45491,285 lb,240 lb,190 lb,375 lb,--,--,--,--,--,--,--,--,
858746,105 kg,83 kg,65 kg,150 kg,--,2:22,--,--,--,--,--,--,--
1002701,--,--,--,--,--,--,--,--,--,--,--,--,
9078,--,--,--,--,--,--,--,--,--,--,--,--,
1239089,--,--,--,--,--,--,--,--,--,--,--,--,
1249072,--,--,--,--,--,--,--,--,--,--,--,--,
513181,--,--,--,--,--,--,--,--,--,--,--,--,
520221,290 lb,215 lb,180 lb,325 lb,2:44,--,--,--,--,--,--,--,
1654617,255 lb,170 lb,120 lb,290 lb,--,--,--,--,2:00,26:00,--,50,
1676610,--,--,--,--,--,--,--,--,--,--,--,--,
40480,--,--,--,--,--,--,--,--,--,--,--,--,
1617492,140 kg,--,78 kg,150 kg,--,--,--,--,--,--,--,--,
834172,--,--,--,--,--,--,--,--,--,--,--,--,
1964106,--,--,--,--,--,--,--,--,--,--,--,--,
1958444,--,80 kg,65 kg,--,--,--,--,--,--,--,--,--,
584058,218 lb,178 lb,138 lb,345 lb,--,--,--,--,--,--,--,--,
522075,260 lb,175 lb,120 lb,305 lb,--,--,--,--,--,--,--,--,
556855,--,--,--,--,--,--,--,--,--,--,--,--,
516488,250 lb,195 lb,145 lb,275 lb,--,--,--,--,--,--,--,--,
1198991,230 lb,191 lb,162 lb,286 lb,3:28,2:34,9:17,--,1:35,--,294,--,
1504065,265 lb,190 lb,165 lb,315 lb,--,2:26,--,37:05,--,24:52,--,--,
673145,--,215 lb,180 lb,--,--,--,--,--,--,--,--,--,
123553,265 lb,215 lb,170 lb,300 lb,2:55,2:57,8:53,22:38,1:10,22:23,367,26,
1446789,--,--,--,--,--,--,--,--,--,--,--,--,
57141,--,--,--,--,--,--,--,--,--,--,--,--,
943805,--,--,--,--,--,--,--,--,--,--,--,--,
778273,300 lb,196 lb,155 lb,320 lb,--,1:59,8:52,--,--,--,--,20,
667943,--,--,--,--,--,--,--,--,--,--,--,--,
620575,92 kg,65 kg,49 kg,128 kg,--,--,--,--,--,--,--,--,
817385,--,--,--,--,--,--,--,--,--,--,--,--,
274389,137 kg,100 kg,75 kg,145 kg,2:39,1:59,8:47,19:37,--,22:00,382,--,
231129,230 lb,190 lb,165 lb,300 lb,--,--,--,--,--,22:41,--,--,
240072,--,--,--,--,--,--,--,--,--,24:59,--,--,--
1279487,--,--,--,--,--,--,--,--,--,--,--,--,
262429,250 lb,165 lb,125 lb,275 lb,2:20,1:45,--,--,--,--,--,--,
277764,255 lb,210 lb,135 lb,305 lb,5:04,2:23,--,--,--,--,352,9,
438098,--,--,--,--,2:38,1:53,--,--,--,--,--,--,
1879686,230 lb,190 lb,140 lb,--,3:18,2:55,--,--,1:28,--,--,25,
1235326,--,--,--,--,--,--,--,--,--,--,--,--,
833067,275 lb,225 lb,185 lb,315 lb,2:53,1:53,--,23:49,1:07,--,349,40,
274580,--,--,--,--,--,--,--,--,--,--,--,--,
909318,100 kg,70 kg,61 kg,125 kg,4:12,--,--,--,--,--,--,--,
774836,215 lb,190 lb,157 lb,275 lb,3:38,--,--,--,--,--,--,--,
2162550,--,--,--,--,--,--,--,--,--,--,--,--,
628215,--,--,--,--,--,--,--,--,--,--,--,--,
953158,--,--,--,--,--,--,--,--,--,--,--,--,
1335879,--,--,--,--,--,--,--,--,--,--,--,--,
81582,--,--,--,--,--,--,--,--,--,--,--,--,
677982,117 kg,87 kg,67 kg,145 kg,4:30,3:20,--,--,1:27,--,--,29,
122922,290 lb,230 lb,185 lb,335 lb,--,--,--,--,--,--,--,--,
161593,265 lb,205 lb,175 lb,320 lb,--,--,--,--,--,--,--,35,
1207137,--,--,--,--,--,--,--,--,--,--,--,--,
576843,315 lb,215 lb,165 lb,330 lb,--,--,--,--,--,--,--,--,
377239,--,--,--,--,--,--,--,--,--,--,--,--,
1808280,--,--,--,--,--,--,--,--,--,--,--,--,
991486,240 lb,185 lb,145 lb,275 lb,4:04,2:31,11:30,--,--,26:38,--,--,
1519874,280 lb,205 lb,160 lb,285 lb,--,--,--,--,--,--,--,--,--
706321,--,--,--,--,--,--,--,--,--,--,--,--,
961645,--,--,--,--,--,--,--,--,--,--,--,--,
671001,--,--,--,--,--,--,--,--,--,--,--,--,
2164419,--,--,--,--,--,--,--,--,--,--,--,--,
1552135,--,--,--,--,--,--,--,--,--,--,--,--,
943630,285 lb,170 lb,135 lb,300 lb,3:47,2:44,10:14,23:35,--,--,--,--,
1733945,145 kg,95 kg,--,160 kg,--,--,--,--,--,--,--,--,
507692,122 kg,97 kg,73 kg,150 kg,--,--,--,--,--,--,--,33,
1553492,255 lb,202 lb,152 lb,335 lb,2:59,--,--,--,--,--,--,--,
61917,250 lb,195 lb,170 lb,305 lb,2:50,2:14,8:34,--,--,--,383,--,
502874,--,--,--,--,--,--,--,--,--,--,--,--,
18766,--,--,--,--,2:36,--,--,--,--,--,--,--,
497113,115 kg,75 kg,65 kg,125 kg,--,--,--,--,--,--,--,--,
283606,--,--,--,--,--,--,--,--,--,--,--,--,
253742,325 lb,225 lb,160 lb,375 lb,2:22,2:12,8:43,23:54,1:17,24:07,378,43,--
5832,270 lb,200 lb,155 lb,315 lb,2:01,--,--,15:04,1:15,--,--,50,
331956,230 lb,180 lb,130 lb,260 lb,--,--,--,--,--,--,--,--,
724728,115 kg,70 kg,55 kg,125 kg,3:05,--,--,--,--,--,411,11,--
232476,117 kg,85 kg,68 kg,136 kg,3:38,3:01,--,--,1:42,22:00,367,50,
1039289,--,--,--,--,--,--,--,--,--,--,--,--,
695437,--,--,--,--,--,--,--,--,--,30:04,--,--,--
136958,--,--,--,--,--,--,--,--,--,--,--,--,
681369,--,170 lb,130 lb,300 lb,3:06,1:46,8:35,--,--,17:17,--,--,
617533,--,--,--,--,--,--,--,--,--,--,--,--,
483184,--,195 lb,145 lb,285 lb,2:46,1:45,--,--,--,--,--,--,
1281243,235 lb,175 lb,135 lb,295 lb,--,--,8:35,--,1:01,21:28,387,--,
2164568,--,--,--,--,--,--,--,--,--,--,--,--,
524383,260 lb,205 lb,150 lb,310 lb,2:52,--,8:49,--,1:21,20:45,--,30,
904841,125 kg,--,--,150 kg,--,--,--,--,--,--,--,--,
1834105,127 kg,97 kg,73 kg,--,--,--,--,--,--,--,--,--,
576032,235 lb,180 lb,165 lb,295 lb,--,--,--,--,--,--,--,--,
715159,--,--,--,--,--,--,--,--,--,--,--,--,
50017,130 kg,98 kg,80 kg,153 kg,1:59,1:14,--,--,--,19:54,--,65,
943640,--,--,--,--,--,--,--,--,--,--,--,--,
898845,--,--,--,--,--,--,--,--,--,--,--,--,
1434463,235 lb,180 lb,155 lb,260 lb,2:30,--,--,--,--,18:04,--,--,
1782370,--,--,--,--,--,--,--,--,--,--,--,--,
581742,--,--,--,--,--,--,--,--,--,--,--,--,
1990558,--,--,--,--,--,--,--,--,--,--,--,--,
682581,--,--,--,--,--,--,--,--,--,--,--,--,
907691,--,--,--,--,--,--,--,--,--,--,--,--,
522545,--,--,--,--,--,--,--,--,--,--,--,--,
534875,90 kg,55 kg,45 kg,120 kg,--,3:15,--,--,1:05,--,--,--,
259989,163 kg,255 lb,82 kg,175 kg,2:29,1:29,--,--,1:26,--,--,--,
721549,130 kg,93 kg,71 kg,135 kg,--,--,--,--,--,--,--,--,
276385,--,--,--,--,--,--,--,--,--,--,--,--,
133089,--,--,--,--,--,--,--,--,--,--,--,--,
510443,90 kg,77 kg,60 kg,120 kg,--,--,--,--,--,--,--,--,
93658,300 lb,185 lb,140 lb,365 lb,--,--,--,--,--,22:00,--,15,
1972818,272 lb,178 lb,121 lb,355 lb,--,--,--,--,--,--,331,--,--
789020,105 kg,90 kg,70 kg,150 kg,--,--,--,--,--,--,--,5,
97361,--,--,--,--,--,--,--,--,--,--,--,--,
757301,--,--,--,--,--,--,--,--,--,--,--,--,
162923,--,--,--,--,--,--,--,--,--,--,--,--,
1761290,--,--,--,--,--,--,--,--,--,--,--,--,
973329,--,--,--,--,--,--,--,--,--,--,--,--,
11787,305 lb,205 lb,160 lb,315 lb,2:20,1:59,--,18:15,--,--,401,--,
1997904,280 lb,215 lb,--,--,--,2:33,--,--,--,--,--,--,--
1444147,--,--,--,--,--,--,--,--,--,--,--,--,
2444577,--,--,--,--,--,--,--,--,--,--,--,--,
1032082,--,--,--,--,--,--,--,--,--,--,--,--,
493954,270 lb,215 lb,175 lb,320 lb,4:25,2:11,10:56,25:18,--,--,293,--,
1450150,280 lb,210 lb,180 lb,365 lb,--,--,--,--,1:34,--,--,41,--
468830,--,--,--,--,--,--,--,--,--,--,--,--,
464706,365 lb,260 lb,200 lb,405 lb,4:12,2:38,--,--,--,--,--,--,
1597913,247 lb,190 lb,140 lb,315 lb,2:17,--,--,--,--,--,--,--,
1271096,130 kg,95 kg,80 kg,140 kg,--,--,--,--,--,--,--,--,
216202,245 lb,175 lb,145 lb,305 lb,--,--,--,--,--,--,--,--,
783394,--,--,--,--,--,--,--,--,--,--,--,--,
913008,--,--,--,--,--,--,--,--,--,--,--,--,
1407780,--,--,67 kg,140 kg,4:45,--,--,--,--,--,--,--,
55788,--,--,--,--,--,--,--,--,--,--,--,--,
238400,300 lb,190 lb,130 lb,310 lb,2:24,2:59,--,--,--,--,--,--,
1887748,265 lb,210 lb,--,350 lb,--,--,--,--,--,--,--,--,
289189,--,--,--,--,--,--,--,--,--,--,--,--,
1934851,--,--,--,--,--,--,--,--,--,--,--,--,
756237,108 kg,93 kg,68 kg,165 kg,--,--,--,--,--,--,--,--,
940205,140 kg,105 kg,85 kg,140 lb,2:20,--,--,--,--,--,--,--,
548475,262 lb,220 lb,150 lb,359 lb,--,--,--,--,--,--,--,--,
1236066,--,--,--,--,--,--,--,--,--,--,--,--,
2164142,125 kg,75 kg,55 kg,125 kg,6:50,4:38,--,--,--,--,--,--,--
238769,305 lb,215 lb,170 lb,350 lb,3:40,1:43,--,--,--,--,--,38,
2165025,--,--,--,--,--,--,--,--,--,--,--,--,
53306,--,--,--,--,--,--,--,--,--,--,--,--,
354571,250 lb,165 lb,140 lb,300 lb,3:50,2:15,8:24,--,--,--,312,--,
36247,260 lb,190 lb,155 lb,300 lb,--,--,--,--,--,21:42,--,24,
1240882,245 lb,205 lb,160 lb,315 lb,--,--,--,--,--,--,--,--,
970441,--,--,--,--,--,--,--,--,--,--,--,--,
2177825,120 kg,90 kg,63 kg,125 kg,--,--,--,--,--,--,--,24,
59627,240 lb,185 lb,155 lb,310 lb,2:35,2:30,8:17,--,1:02,18:02,--,50,
1044189,--,--,--,--,--,--,--,--,--,--,--,--,
2394271,111 kg,105 kg,79 kg,131 kg,--,--,--,--,--,--,--,--,
125726,--,--,--,--,--,--,--,--,--,--,--,--,
971476,--,--,--,--,--,--,--,--,--,--,--,--,
2066443,--,80 kg,--,--,--,--,--,--,--,--,--,--,
253310,160 kg,105 kg,90 kg,161 kg,2:59,3:21,11:03,--,--,--,307,30,
324516,115 kg,70 kg,62 kg,135 kg,3:52,--,--,--,--,--,297,--,
1947599,--,--,--,--,--,--,--,--,--,--,--,--,
1225553,160 lb,160 lb,125 lb,275 lb,--,--,--,--,--,--,--,--,
699737,--,--,--,--,--,--,--,--,--,--,--,--,
693156,--,--,--,--,--,--,--,--,--,--,--,--,
32681,116 kg,87 kg,70 kg,140 kg,2:40,2:35,8:15,18:36,1:04,21:00,375,36,
1781504,--,--,--,--,--,--,--,--,--,--,--,--,
1631511,140 kg,88 kg,72 kg,170 kg,3:41,1:53,7:39,--,--,--,--,33,
1871597,--,--,--,--,--,--,--,--,--,--,--,--,
875644,--,--,--,--,--,--,--,--,--,--,--,--,
1171589,--,--,--,--,--,--,--,--,--,--,--,--,
472246,--,--,--,--,--,--,--,--,--,--,--,--,
711580,240 lb,199 lb,145 lb,270 lb,4:00,--,--,--,--,--,--,--,--
1081367,--,--,--,--,--,--,--,--,--,--,--,--,
497248,--,--,--,--,--,--,--,--,--,--,--,--,
96847,265 lb,190 lb,140 lb,285 lb,3:37,2:34,11:04,33:00,--,26:24,273,15,
114129,105 kg,83 kg,70 kg,123 kg,3:08,1:56,--,--,--,--,359,30,
592362,--,--,--,--,--,--,--,--,--,--,--,--,
782882,--,--,--,--,--,--,--,--,--,--,--,--,
2180714,--,--,--,--,--,--,--,--,--,--,--,--,
645678,275 lb,195 lb,155 lb,330 lb,2:54,2:02,9:59,--,--,--,335,--,--
941689,--,--,--,--,--,--,--,--,--,--,--,--,
298832,--,--,--,--,--,--,--,--,--,--,--,--,
723674,255 lb,190 lb,160 lb,315 lb,3:37,1:48,--,--,--,--,--,--,
233654,--,--,--,--,--,--,--,--,--,--,--,--,
803051,97 kg,70 kg,55 kg,130 kg,3:34,2:21,8:21,--,--,--,--,25,
1736508,275 lb,195 lb,--,342 lb,4:14,2:12,8:18,--,--,--,--,--,--
59529,120 kg,90 kg,79 kg,130 kg,3:30,2:45,9:32,--,--,--,--,32,
756233,225 lb,180 lb,130 lb,255 lb,--,--,--,--,--,--,--,--,
951583,140 kg,105 kg,83 kg,175 kg,--,--,--,--,--,24:00,--,--,
867427,--,--,--,--,--,--,--,--,--,--,--,--,
1972516,260 lb,195 lb,135 lb,365 lb,--,--,--,--,--,--,--,--,
1686486,--,--,--,--,--,--,--,--,--,--,--,--,
683739,113 kg,85 kg,62 kg,161 kg,4:32,2:34,8:39,29:06,--,21:19,257,30,--
321798,--,--,--,--,--,--,--,--,--,--,--,--,
1015523,--,--,--,--,--,--,--,--,--,--,--,--,
103915,245 lb,195 lb,150 lb,315 lb,3:10,2:02,10:27,--,1:20,--,--,--,--
570759,--,190 lb,150 lb,--,--,--,--,--,--,--,--,--,
1082623,105 kg,87 kg,75 kg,135 kg,--,--,--,--,--,25:00,420,17,
1018359,110 kg,85 kg,73 kg,140 kg,--,--,--,--,--,--,--,--,
797697,260 lb,195 lb,152 lb,275 lb,4:49,3:10,24:54,--,--,--,--,--,
1568621,--,--,--,--,--,--,--,--,--,--,--,--,
1255278,--,--,--,--,--,--,--,--,--,--,--,--,
979806,95 kg,70 kg,65 kg,135 kg,--,--,--,--,--,--,--,--,
2228669,123 kg,85 kg,63 kg,130 kg,--,--,--,--,--,--,--,--,
701742,--,--,--,--,4:12,1:20,--,--,--,24:50,--,20,
51994,260 lb,190 lb,125 lb,360 lb,3:59,2:35,8:27,22:02,1:11,18:20,384,--,
1184907,--,--,--,--,--,--,--,--,--,--,--,--,
1116217,265 lb,210 lb,145 lb,350 lb,2:28,2:20,8:45,--,--,--,--,21,
986111,--,--,--,--,--,--,--,--,--,--,--,--,
1466250,--,--,--,--,--,--,--,--,--,--,--,--,
122062,135 kg,97 kg,--,--,--,1:19,10:47,--,--,--,--,--,--
396993,112 kg,90 kg,72 kg,135 kg,4:06,3:17,--,--,--,--,--,--,
1042022,--,--,--,--,--,--,--,--,--,--,--,--,
1493041,--,--,--,--,--,--,--,--,--,--,--,--,
482623,--,--,--,--,--,--,--,--,--,--,--,--,
18296,260 lb,205 lb,170 lb,340 lb,2:09,2:13,8:21,18:08,1:12,24:30,342,40,
1692955,--,--,--,--,--,--,--,--,--,--,--,--,
883544,235 lb,215 lb,155 lb,305 lb,4:16,5:21,9:31,--,--,--,--,--,
80688,240 lb,170 lb,--,300 lb,--,--,--,--,--,--,--,--,
559209,265 lb,220 lb,165 lb,300 lb,--,1:46,--,--,57:00,19:30,--,18,
1439901,--,--,--,--,--,--,--,--,--,--,--,--,
813900,101 kg,83 kg,61 kg,120 kg,4:22,2:56,8:59,21:54,1:24,--,368,43,
96056,--,--,--,--,--,--,--,--,--,--,--,--,
907186,260 lb,200 lb,150 lb,305 lb,4:00,3:12,11:07,--,--,--,302,15,
513737,250 lb,220 lb,155 lb,285 lb,3:27,2:38,--,--,--,--,--,--,
700278,--,--,--,--,--,--,--,--,--,--,--,--,
42726,--,--,--,--,--,--,--,--,--,--,--,--,
768955,--,--,40 kg,--,--,--,--,--,--,--,--,--,
895358,130 kg,86 kg,65 kg,--,--,2:03,--,--,--,--,--,33,
1211260,--,--,--,--,--,--,--,--,--,--,--,--,
533281,240 lb,180 lb,150 lb,320 lb,--,--,--,--,--,--,--,--,
768423,,,,,,,,,,,,,
331478,110 kg,80 kg,65 kg,125 kg,6:45,--,--,--,--,--,--,--,
1237700,117 kg,92 kg,68 kg,108 kg,--,3:11,--,--,--,27:15,--,--,
2102528,--,--,--,--,--,--,--,--,--,--,--,--,
1789877,--,--,--,--,--,--,--,--,--,--,--,--,
360139,--,--,--,--,--,--,--,--,--,--,--,--,
922830,--,--,--,--,--,--,--,--,--,--,--,--,
738392,--,--,--,--,--,--,--,--,--,--,--,--,
1033726,--,90 kg,70 kg,125 kg,--,--,--,--,--,--,--,--,
466309,283 lb,210 lb,158 lb,315 lb,2:44,2:10,--,24:26,--,19:05,402,30,
922490,260 lb,190 lb,135 lb,275 lb,2:31,2:12,9:43,--,--,22:50,--,--,--
1106063,235 lb,195 lb,155 lb,300 lb,3:47,2:14,8:58,19:23,--,--,371,--,
1123752,145 kg,105 kg,85 kg,150 kg,--,--,--,--,--,--,--,--,
1410513,130 kg,100 kg,77 kg,135 kg,--,--,--,--,--,--,--,20,--
1008646,--,--,--,--,--,--,--,--,--,--,--,--,
1751109,--,--,--,--,--,--,--,--,--,--,--,--,
1932930,--,--,--,--,--,--,--,--,--,--,--,--,
1749478,--,--,--,--,--,--,--,--,--,--,--,--,
1197312,135 kg,102 kg,72 kg,145 kg,--,--,--,--,--,--,--,--,
89968,--,--,--,--,--,--,--,--,--,--,--,--,
855515,--,--,--,--,--,--,--,--,--,--,--,--,
1623317,310 lb,240 lb,180 lb,320 lb,2:50,1:25,--,--,--,--,--,--,
172447,--,--,--,--,--,--,--,--,--,--,--,--,
987170,135 kg,105 kg,77 kg,142 kg,3:50,1:39,13:37,--,--,28:39,335,25,
701781,265 lb,185 lb,135 lb,315 lb,--,--,--,--,--,--,--,--,
1566770,--,--,--,--,--,--,--,--,--,--,--,--,
740439,230 lb,183 lb,135 lb,285 lb,--,--,--,--,--,--,--,--,
434193,352 lb,257 lb,193 lb,352 lb,--,1:37,--,--,1:53,27:18,--,--,
946154,105 kg,80 kg,55 kg,130 kg,--,2:25,8:45,--,--,--,--,--,
245890,100 kg,86 kg,72 kg,147 kg,2:27,--,--,--,--,--,--,--,
138266,--,--,--,--,--,--,--,--,--,--,--,--,
993855,205 lb,135 lb,110 lb,--,--,--,--,--,--,--,--,--,
1765517,267 lb,185 lb,140 lb,300 lb,3:10,--,--,--,--,24:45,--,--,--
703519,285 lb,220 lb,140 lb,320 lb,3:10,2:43,8:53,--,--,22:34,--,--,
124950,--,--,--,--,--,--,--,--,--,--,--,--,
251615,105 kg,73 kg,55 kg,100 kg,4:03,2:57,--,--,--,22:50,--,23,
792974,--,--,--,--,--,--,--,--,--,--,--,--,
463398,120 kg,88 kg,72 kg,155 kg,3:25,--,--,--,--,24:38,--,35,
1102905,290 lb,175 lb,145 lb,325 lb,--,2:07,--,--,--,--,--,--,
693200,232 lb,165 lb,130 lb,265 lb,4:17,2:25,9:25,18:26,1:06,--,326,--,
100394,--,--,--,--,--,--,--,--,--,--,--,--,
118519,265 lb,184 lb,154 lb,295 lb,2:20,2:20,7:58,--,--,21:00,--,37,
1507114,150 kg,925 kg,75 kg,180 kg,--,--,--,--,--,--,--,--,
1187891,--,--,--,--,--,--,--,--,--,--,--,--,
901012,--,--,--,--,--,--,--,--,--,--,--,--,
1829505,--,--,--,--,--,--,--,--,--,--,--,--,
1086784,--,--,--,--,--,--,--,--,--,--,--,--,
47173,115 kg,85 kg,70 kg,140 kg,--,--,--,--,--,--,--,--,
255386,135 kg,97 kg,77 kg,145 kg,2:38,3:18,--,--,--,28:02,311,15,
608555,--,--,--,--,--,--,--,--,--,--,--,--,
515472,--,--,--,--,--,--,--,--,--,--,--,--,
747735,315 lb,220 lb,165 lb,350 lb,--,1:48,--,--,--,21:00,--,--,
2007695,--,--,--,--,--,--,--,--,--,--,--,--,
1376757,--,200 lb,155 lb,--,--,--,--,--,--,--,--,--,
1451550,265 lb,195 lb,170 lb,330 lb,--,--,--,--,--,--,--,10,
908528,105 kg,70 kg,55 kg,130 kg,2:30,2:50,6:45,--,2:13,21:12,--,30,
163097,150 kg,111 kg,87 kg,178 kg,2:13,1:21,--,--,--,--,--,50,
594837,--,--,--,--,--,--,--,--,--,--,--,--,
369564,130 kg,85 kg,73 kg,130 kg,--,--,--,--,--,--,--,--,
253184,275 lb,185 lb,155 lb,296 lb,3:48,2:12,12:14,--,1:40,27:43,--,32,
1595043,--,--,--,--,--,--,--,--,--,--,--,--,
2219440,--,86 kg,--,145 kg,--,--,--,--,--,19:34,--,--,
499752,--,--,--,--,--,--,--,--,--,--,--,--,
36394,--,--,--,--,--,--,--,--,--,--,--,--,
21887,--,--,--,--,--,--,--,--,--,--,--,--,
239595,--,--,125 lb,--,4:36,--,--,--,--,--,--,--,
2009062,--,--,--,--,--,--,--,--,--,--,--,--,
273154,285 lb,225 lb,180 lb,325 lb,--,--,--,--,--,--,--,--,
1305755,--,--,--,--,--,--,--,--,--,--,--,--,
189394,215 lb,187 lb,145 lb,295 lb,2:54,2:03,8:38,29:29,1:27,23:10,356,34,
2009048,--,--,--,--,--,--,--,--,--,--,--,--,
684211,--,--,--,--,--,--,--,--,--,--,--,--,
1634782,--,--,--,--,--,--,--,--,--,--,--,--,
872486,215 lb,165 lb,135 lb,300 lb,3:48,2:01,8:44,--,1:12,24:15,341,17,
459541,135 kg,85 kg,58 kg,195 kg,--,--,--,--,0:58,23:39,--,--,
270443,--,--,--,--,--,--,--,--,--,--,--,--,
102569,295 lb,220 lb,185 lb,300 lb,3:30,1:57,--,--,1:03,25:00,--,50,
457540,305 lb,205 lb,170 lb,325 lb,3:13,--,--,--,1:15,21:17,221,47,
1497152,235 lb,175 lb,125 lb,285 lb,3:24,--,--,--,1:10,--,--,18,
1059258,--,--,--,--,--,--,--,--,--,--,--,--,
2110352,--,--,--,--,--,--,--,--,--,--,--,--,
378511,--,--,--,--,--,--,--,--,--,--,--,--,
684026,240 lb,195 lb,150 lb,305 lb,--,--,--,--,--,--,--,--,
689132,--,--,--,--,3:57,--,--,--,--,6:13,--,--,
733204,--,--,--,--,--,--,--,--,--,--,--,--,
6821,270 lb,235 lb,205 lb,405 lb,2:56,1:26,8:00,24:00,0:58,21:00,400,38,
1210678,325 lb,235 lb,182 lb,345 lb,3:06,2:53,10:30,--,--,24:27,--,--,--
722764,--,--,--,--,--,--,--,--,--,--,--,--,
9121,280 lb,215 lb,168 lb,345 lb,2:39,1:33,8:07,18:30,1:05,19:55,419,44,
695200,--,--,--,--,--,--,--,--,--,--,--,--,
2124103,320 lb,210 lb,165 lb,365 lb,2:52,2:40,--,--,1:03,--,--,28,--
1791291,97 kg,83 kg,63 kg,125 kg,3:56,--,--,--,--,--,--,30,
1320107,--,--,--,--,--,--,--,--,--,--,--,--,
283627,270 lb,195 lb,155 lb,280 lb,2:31,--,9:11,17:46,1:21,24:59,416,--,
1559732,305 lb,205 lb,145 lb,345 lb,3:49,2:41,10:05,--,--,24:02,472,16,
1004905,--,--,--,--,--,--,--,--,--,--,--,--,
1941287,--,--,--,--,--,--,--,--,--,--,--,--,
988831,310 lb,210 lb,160 lb,365 lb,2:13,1:34,9:44,--,1:29,25:48,335,31,--
729491,--,85 kg,70 kg,--,--,--,--,--,--,--,--,--,
1251252,--,--,--,--,--,--,--,--,--,--,--,--,
1083837,255 lb,210 lb,155 lb,305 lb,3:10,--,--,--,1:23,--,--,--,
682404,310 lb,225 lb,190 lb,355 lb,--,--,--,--,--,--,--,--,
291460,140 kg,105 kg,87 kg,145 kg,--,--,--,--,--,--,--,16,
1866957,--,--,--,--,--,--,--,--,--,--,--,--,
481155,--,--,--,--,--,--,--,--,--,--,--,--,
494300,260 lb,198 lb,174 lb,--,3:13,--,--,--,1:11,--,--,--,
678437,--,--,--,--,--,--,--,--,--,--,--,--,
965186,270 lb,190 lb,165 lb,275 lb,2:51,2:20,9:45,--,--,--,--,--,--
922227,300 lb,205 lb,160 lb,325 lb,2:18,1:49,8:00,23:04,--,--,273,40,
460308,--,--,--,--,--,--,--,--,--,--,--,--,
1249145,210 lb,140 lb,105 lb,275 lb,--,--,--,--,--,--,--,--,
1803793,245 lb,195 lb,160 lb,300 lb,--,--,--,--,--,--,--,--,--
683245,125 kg,98 kg,83 kg,130 kg,2:46,1:17,--,--,--,--,--,40,
232809,270 lb,200 lb,135 lb,305 lb,2:56,3:00,--,--,--,--,363,15,--
1015924,--,--,--,--,--,--,--,--,--,--,--,--,
1787527,--,--,--,--,--,--,--,--,--,--,--,--,
302696,295 lb,215 lb,170 lb,315 lb,2:45,1:43,--,28:51,1:32,22:10,394,--,
465011,250 lb,200 lb,150 lb,285 lb,--,--,--,--,--,--,--,--,
29802,500 lb,500 lb,500 lb,500 lb,2:20,2:30,--,--,--,--,500,500,
118408,120 kg,101 kg,80 kg,143 kg,3:56,2:19,--,21:00,1:08,26:18,--,50,
1269508,275 lb,230 lb,180 lb,315 lb,2:27,2:20,--,--,--,--,--,--,
874235,265 lb,200 lb,155 lb,305 lb,4:44,2:50,9:24,--,--,--,--,--,
1936820,--,--,--,--,--,--,--,--,--,--,--,--,
990208,--,--,--,--,--,--,--,--,--,--,--,--,
571485,--,--,--,--,--,--,--,--,--,--,--,--,
294989,255 lb,170 lb,140 lb,300 lb,3:03,2:04,9:17,21:40,1:30,24:23,262,--,
1029529,255 lb,200 lb,160 lb,260 lb,--,--,--,--,--,--,--,--,
7693,220 lb,175 kg,155 lb,--,--,--,--,--,--,--,--,--,
1775947,--,--,--,--,--,--,--,--,--,--,--,--,
1781830,215 lb,175 lb,155 lb,255 lb,--,--,--,--,--,--,--,--,--
63675,255 lb,220 lb,185 lb,385 lb,3:17,1:42,8:10,18:03,--,--,400,33,
690551,205 lb,135 lb,105 lb,205 lb,--,5:03,--,--,--,--,255,3,
963665,230 lb,185 lb,140 lb,315 lb,6:45,--,--,--,--,--,292,--,
301994,--,--,--,--,--,--,--,--,--,--,--,--,
560341,100 kg,55 kg,45 kg,115 kg,--,--,--,--,--,22:00,--,--,
