CompetitorId,Back Squat,Clean and Jerk,Snatch,Deadlift,Fran,Grace,Helen,Filthy 50,Sprint 400m,Run 5k,Fight Gone Bad,Max Pull-ups,L1 Benchmark
1575930,--,--,--,--,--,--,--,--,--,--,--,--,
2440373,--,--,--,--,--,--,--,--,--,--,--,--,
1562543,65 kg,55 kg,40 kg,100 kg,--,--,--,--,--,--,--,--,--
394719,--,--,--,--,--,--,--,--,--,--,--,--,
463523,165 lb,110 lb,85 lb,180 lb,--,--,--,--,--,--,--,--,
2004742,--,--,--,--,--,--,--,--,--,--,--,--,
2040867,225 lb,130 lb,90 lb,265 lb,--,--,--,--,--,30:12,--,--,
1386138,--,--,--,--,--,--,--,--,--,--,--,--,
2456135,60 kg,55 kg,30 kg,97 kg,--,--,--,--,--,32:27,--,--,
1994468,--,--,--,--,--,--,--,--,--,--,--,--,
1946961,--,--,--,--,--,--,--,--,--,--,--,--,
2451150,135 lb,125 lb,75 lb,235 lb,--,--,--,--,--,--,--,--,
1498648,185 lb,140 lb,95 lb,195 lb,6:58,4:33,12:50,--,--,--,--,11,
1009474,--,--,--,--,--,--,--,--,--,--,--,--,
1043331,--,50 kg,--,105 kg,--,--,--,--,--,--,--,3,
87054,--,--,--,--,--,--,--,--,--,--,--,--,
165134,217 lb,--,--,270 lb,--,--,--,--,--,--,--,--,
581154,--,--,--,--,--,--,--,--,--,--,--,--,
382462,170 lb,115 lb,95 lb,210 lb,5:55,--,11:06,--,--,27:38,252,10,
1185723,195 lb,160 lb,115 lb,275 lb,--,--,14:47,--,2:06,31:00,226,3,
360282,--,--,--,--,--,--,--,--,--,--,--,--,
1255724,210 lb,135 lb,105 lb,265 lb,7:11,3:14,--,--,--,33:44,253,--,--
2397396,82 kg,52 kg,35 kg,95 kg,--,--,--,--,2:10,--,--,1,
1361319,--,--,--,--,--,--,--,--,--,--,--,--,
1733434,87 kg,59 kg,39 kg,110 kg,6:33,7:00,--,--,1:46,26:10,--,17,
1383530,197 lb,140 lb,95 lb,215 lb,--,6:28,--,--,--,--,257,--,
1025087,--,--,--,--,--,--,--,--,--,--,--,--,
393845,--,--,--,--,--,--,--,--,--,--,--,--,
625939,230 lb,130 lb,85 lb,315 lb,8:52,3:27,--,--,1:50,26:50,--,--,
905194,--,130 lb,100 lb,205 lb,--,5:51,12:49,--,1:50,30:00,--,--,
1823079,--,--,--,--,--,--,--,--,--,--,--,--,
1786045,--,--,--,--,--,--,--,--,--,--,--,--,
1816065,--,--,--,--,--,--,--,--,--,--,--,--,
107407,80 kg,60 kg,40 kg,105 kg,--,4:28,--,--,2:00,--,--,20,
1648119,--,--,--,--,--,--,--,--,--,--,--,--,
1270106,--,--,--,--,--,--,--,--,--,--,--,--,
2084265,65 kg,37 kg,40 kg,115 kg,11:45,--,--,--,--,--,--,6,
285785,--,--,--,--,--,--,--,--,--,--,--,--,
198985,--,--,--,--,--,--,--,--,--,--,--,--,
1775876,--,--,--,--,--,--,--,--,--,--,--,--,
2069591,225 lb,--,--,300 lb,--,--,--,--,--,--,--,--,
315690,--,--,--,--,--,--,--,--,--,--,--,--,
1274016,180 lb,105 lb,70 lb,235 lb,--,--,--,--,--,--,--,--,
2178424,210 lb,140 lb,95 lb,245 lb,7:17,--,12:33,--,--,--,--,--,
1559483,--,--,--,--,--,--,--,--,--,--,--,--,
1974210,--,--,--,--,--,--,--,--,--,--,--,--,
2099010,--,--,--,--,--,--,--,--,--,30:00,--,--,--
79285,155 lb,105 lb,85 lb,220 lb,--,--,--,--,--,31:00,281,--,
2435178,--,--,--,--,--,--,--,--,--,--,--,--,
1061233,190 lb,135 lb,100 lb,230 lb,7:21,--,--,--,--,28:24,205,15,
1220002,--,--,--,--,--,--,--,--,--,--,--,--,
2058027,80 kg,--,--,110 kg,--,--,--,--,--,30:48,--,--,--
879608,--,--,--,--,--,--,--,--,--,--,--,--,
1029825,--,--,--,--,--,--,--,--,--,--,--,--,
1982532,--,--,--,--,--,--,--,--,--,--,--,--,
1595758,140 lb,120 lb,70 lb,195 lb,7:09,--,--,--,--,26:04,251,--,
1602489,--,--,--,--,--,--,--,--,--,--,--,--,
2457191,70 kg,55 kg,33 kg,75 kg,--,--,--,--,--,--,--,--,
1759532,--,--,--,--,--,--,--,--,1:28,22:12,--,--,
2406197,--,--,--,--,--,--,--,--,--,--,--,--,
2211218,--,--,--,--,--,--,--,--,--,--,--,--,
1977147,--,50 kg,--,110 kg,--,--,--,--,--,20:00,--,14,
1033635,--,--,--,--,--,--,--,--,--,--,--,--,
272549,--,--,--,--,--,--,--,--,--,--,--,--,
958536,--,--,--,--,--,--,--,--,--,--,--,--,
1199236,--,--,--,--,--,--,--,--,--,--,--,--,
2156401,--,--,--,--,--,--,--,--,--,--,--,--,
1030306,--,--,--,--,--,--,--,--,--,--,--,--,
2010141,245 lb,135 lb,105 lb,320 lb,--,--,--,--,1:23,--,--,--,
1969684,85 kg,--,--,100 kg,10:00,--,13:10,--,--,--,--,--,
326154,--,--,--,--,--,--,--,--,--,--,--,--,
1070327,175 lb,140 lb,100 lb,200 lb,--,--,--,--,0:58,--,--,--,
497342,275 lb,--,--,335 lb,--,--,--,--,--,27:28,--,--,
1648540,70 kg,51 kg,36 kg,92 kg,--,--,--,--,--,31:00,--,--,
2330630,195 lb,140 lb,100 lb,260 lb,--,--,--,--,--,--,--,--,
2232102,--,--,--,--,--,--,--,--,--,--,--,--,
1758796,--,--,--,--,--,--,--,--,--,--,--,--,
1584592,--,--,--,--,--,--,--,--,--,--,--,--,
2174180,80 kg,58 kg,--,--,--,--,--,--,--,--,--,--,
2166377,--,--,--,--,--,--,--,--,--,--,--,--,
910108,200 lb,130 lb,100 lb,215 lb,7:22,--,9:42,--,1:29,--,--,--,
862555,--,--,--,--,--,--,--,--,--,--,--,--,
1620009,--,--,--,--,--,--,--,--,--,--,--,--,
2206069,165 lb,100 lb,85 lb,265 lb,4:07,--,--,--,--,--,--,--,--
1776191,120 kg,86 kg,70 kg,135 kg,--,4:04,--,--,--,--,--,--,
2159185,--,--,--,--,--,--,--,--,--,--,--,--,
1043379,--,--,--,--,--,--,--,--,--,--,--,--,
1256633,185 lb,--,105 lb,215 lb,--,--,--,--,--,--,--,--,
1972443,--,--,--,--,--,--,--,--,--,--,--,--,
344632,--,--,--,--,--,--,--,--,--,--,--,--,
2174882,133 lb,103 lb,73 lb,193 lb,--,--,--,--,--,--,--,--,
1701403,--,--,--,--,--,--,--,--,--,--,--,--,
2416594,95 kg,62 kg,45 kg,113 kg,--,--,--,--,--,--,--,--,--
1224131,--,--,--,--,--,--,--,--,--,--,--,--,
768319,--,--,--,--,--,--,--,--,--,--,--,--,
1038833,117 kg,85 kg,59 kg,130 kg,--,--,--,--,--,33:00,--,--,
2387515,--,--,--,--,--,--,--,--,--,--,--,--,--
2012438,--,--,--,--,--,--,--,--,--,--,--,--,
2038182,175 lb,125 lb,95 lb,215 lb,--,--,--,--,--,--,--,--,--
504149,200 lb,140 lb,120 lb,215 lb,--,--,--,--,--,--,--,--,
2454080,--,--,--,--,--,--,--,--,--,--,--,--,
2194382,220 lb,140 lb,105 lb,280 lb,--,--,--,--,--,--,--,--,
2275809,70 kg,55 kg,47 kg,75 kg,4:58,5:42,--,--,--,--,--,--,--
1564339,--,--,--,--,--,--,--,--,--,--,--,--,
714015,73 kg,56 kg,43 kg,102 kg,--,--,--,--,--,--,--,--,
264431,35 kg,47 kg,35 kg,70 kg,--,--,--,--,--,25:00,--,4,
446485,--,--,--,--,--,--,--,--,--,--,--,--,
504592,170 lb,130 lb,80 lb,255 lb,6:13,6:19,10:59,32:09,1:39,--,293,12,
1586920,75 kg,57 kg,38 kg,90 kg,--,4:03,--,--,--,--,--,15,7:58
570139,--,--,--,--,--,--,--,--,--,--,--,--,
155835,215 lb,145 lb,100 lb,225 lb,9:53,4:40,11:25,--,1:43,--,--,--,
1812807,210 lb,145 lb,105 lb,255 lb,7:17,--,13:00,--,--,--,--,--,--
2266359,--,--,--,--,--,--,--,--,--,--,--,--,
1867959,--,--,--,--,--,--,--,--,--,--,--,--,
1123886,95 kg,60 kg,40 kg,100 kg,4:24,3:34,15:12,23:52,--,34:36,232,--,
1396146,--,--,--,--,--,--,--,--,--,--,--,--,
2005160,87 kg,30 kg,--,90 lb,--,--,--,--,--,--,--,--,
2241020,--,--,--,--,--,--,--,--,--,--,--,--,
451924,67 kg,57 kg,40 kg,90 kg,--,--,--,--,--,28:42,--,19,
1775405,--,--,--,--,--,--,--,--,--,--,--,--,
879667,--,--,--,--,--,--,--,--,--,--,--,--,
132324,183 lb,118 lb,63 lb,215 lb,--,--,--,--,--,--,--,--,
2073558,87 kg,55 kg,38 kg,110 kg,--,--,--,--,--,--,--,--,
1604958,--,--,--,--,--,--,--,--,--,--,--,--,
2055553,--,--,--,--,--,--,--,--,--,--,--,--,
1336012,190 lb,125 lb,95 lb,210 lb,--,--,14:39,--,--,--,--,--,
2442533,--,--,--,--,--,--,--,--,--,--,--,--,
2424019,--,--,--,--,--,--,--,--,--,--,--,--,
1023793,--,--,--,--,--,--,--,--,--,--,--,--,
2485634,--,--,--,--,--,--,--,--,--,--,--,--,
191162,--,--,--,--,--,--,--,--,--,--,--,--,
984724,255 lb,175 lb,120 lb,--,--,3:26,11:35,--,--,31:44,249,--,
2164822,--,--,--,--,--,--,--,--,--,--,--,--,
678076,170 lb,120 lb,85 lb,210 lb,9:58,5:00,15:25,--,--,29:30,180,--,
1628516,--,--,--,--,--,--,--,--,--,--,--,--,
1236856,200 lb,135 lb,105 lb,200 lb,7:59,5:38,12:58,--,--,28:55,--,--,
922139,190 lb,115 lb,85 lb,285 lb,7:45,5:55,--,--,--,34:51,--,16,
1522517,--,--,--,--,--,--,--,--,--,--,--,--,
679852,100 kg,70 kg,50 kg,118 kg,--,--,--,--,0:55,--,--,10,
26328,225 lb,160 lb,135 lb,285 lb,4:50,5:15,--,--,--,--,--,--,
2458647,--,43 kg,--,--,--,--,--,--,--,--,--,--,
1167475,--,--,--,--,--,--,--,--,--,--,--,--,
1004638,--,--,--,--,--,--,--,--,--,--,--,--,
1634099,110 kg,--,--,145 kg,--,3:21,10:46,--,--,25:14,--,--,--
2441753,--,--,--,--,--,--,--,--,--,--,--,--,
1994699,--,115 lb,--,235 lb,--,--,--,--,--,27:00,--,--,
655613,--,--,--,--,--,--,--,--,--,--,--,--,
1864503,70 kg,45 kg,43 kg,100 kg,--,4:16,--,--,--,36:20,--,--,--
841460,92 kg,--,53 kg,107 kg,--,--,--,--,--,--,--,--,
1277700,80 kg,47 kg,--,100 kg,--,--,--,--,--,24:55,--,11,
1064846,165 lb,125 lb,90 lb,230 lb,--,5:48,--,--,1:54,--,219,--,
1082145,--,--,--,--,8:09,--,--,--,--,35:26,--,--,--
1224732,90 kg,65 kg,43 kg,106 kg,--,--,--,--,--,28:48,260,--,
1407037,--,--,--,--,--,--,--,--,--,--,--,--,
2465594,--,--,--,--,--,--,--,--,--,--,--,--,
1345816,--,--,--,--,--,--,--,--,--,--,--,--,
1590417,70 kg,55 kg,42 kg,110 kg,--,--,--,--,--,35:32,--,4,--
989533,--,--,--,--,--,--,--,--,--,--,--,--,
245323,185 lb,125 lb,90 lb,215 lb,9:50,--,--,--,--,--,--,--,
2295237,80 kg,--,--,115 kg,--,--,--,--,--,--,--,--,
183239,--,--,--,--,--,--,--,--,--,--,--,--,
1003012,--,--,--,--,--,--,--,--,--,--,--,--,
2223844,--,--,--,--,--,--,--,--,--,--,--,--,
2408543,--,--,--,215 lb,--,--,--,--,--,--,--,--,
791751,220 lb,135 lb,105 lb,245 lb,6:54,5:21,--,--,--,--,--,--,
2074547,--,--,--,--,--,--,--,--,--,--,--,--,
2066621,--,--,--,--,--,--,--,--,--,--,--,--,
972864,--,--,--,--,--,--,--,--,--,--,--,--,
543923,--,--,--,--,--,--,--,--,--,--,--,--,
1686976,--,--,--,--,--,--,--,--,--,--,--,--,
2229196,200 lb,59 kg,44 kg,265 lb,--,4:40,10:43,--,--,28:46,255,--,--
1987329,205 lb,135 lb,85 lb,255 lb,--,--,--,--,--,--,--,5,
2287939,--,--,--,--,--,--,--,--,--,--,--,--,
2088273,215 lb,145 lb,--,295 lb,--,--,--,--,--,--,--,--,
1375420,200 lb,140 lb,95 lb,285 lb,--,--,--,--,--,--,--,10,--
581065,210 lb,145 lb,115 lb,260 lb,10:57,4:57,12:53,--,--,--,191,1,
2063306,85 kg,58 kg,40 kg,110 kg,--,--,--,--,--,--,--,17,
1252176,--,--,--,--,--,--,--,--,--,--,--,--,
813785,90 kg,55 kg,32 kg,113 kg,--,--,--,--,--,22:24,--,20,
467686,86 kg,--,--,125 kg,--,--,--,--,--,--,--,--,
2187868,--,125 lb,100 lb,235 lb,--,--,--,--,--,--,--,--,
845077,--,--,--,--,--,--,--,--,--,--,--,--,
2203699,175 lb,125 lb,80 lb,235 lb,5:58,2:37,11:39,--,--,--,--,--,
1064525,255 lb,155 lb,125 lb,305 lb,--,--,--,--,--,--,--,20,
2395830,--,--,--,--,--,--,--,--,--,--,--,--,
2400852,170 lb,105 lb,95 lb,185 lb,--,--,--,--,--,--,--,10,--
1118382,--,125 lb,85 lb,225 lb,--,--,--,--,--,--,270,10,
1632237,165 lb,100 lb,75 lb,165 lb,--,9:21,--,--,--,--,--,5,--
1186799,102 kg,60 kg,45 kg,132 kg,--,--,--,--,--,26:08,--,5,--
653069,115 kg,75 kg,58 kg,130 kg,--,2:50,12:32,--,--,--,291,--,
939466,--,--,--,--,--,--,--,--,--,--,--,--,
2016312,110 kg,57 kg,41 kg,112 kg,--,--,--,--,--,--,--,--,
2422557,--,--,--,--,--,--,--,--,--,--,--,--,
1970483,--,--,--,--,--,--,--,--,--,--,--,--,
2273808,--,--,--,--,--,--,--,--,--,--,--,--,
2240552,--,--,--,--,--,--,--,--,--,--,--,--,
1514243,--,--,--,--,--,--,--,--,--,--,--,--,
2183740,--,--,--,--,--,--,--,--,--,--,--,--,
1917247,--,--,--,--,--,--,--,--,--,--,--,--,
467169,185 lb,135 lb,100 lb,225 lb,--,--,--,--,--,--,--,--,
637205,--,--,--,--,--,--,--,--,--,--,--,--,
1381764,72 kg,52 kg,37 kg,102 kg,--,--,13:28,--,1:27,28:40,--,6,--
1312851,--,--,--,--,--,--,--,--,--,--,--,--,
1520534,102 kg,55 kg,38 kg,140 kg,--,--,--,--,--,--,--,--,
538289,--,165 lb,125 lb,--,--,--,--,--,--,--,--,--,
521306,,,,,,,,,,,,,
2423831,--,--,--,--,--,--,--,--,--,--,--,--,
1031348,--,--,--,--,--,--,--,--,--,--,--,--,
2275941,--,--,--,--,--,--,--,--,--,--,--,--,
72185,--,145 lb,100 lb,265 lb,--,4:09,--,27:21,--,26:55,286,--,
1757133,200 lb,140 lb,110 lb,230 lb,--,4:43,--,--,--,--,218,--,--
2092580,--,--,--,--,--,--,--,--,--,--,--,--,
1556849,--,--,--,--,--,--,--,--,--,--,--,--,
2428185,--,105 lb,80 lb,155 lb,8:34,--,15:00,--,--,--,--,--,
1660499,175 lb,130 lb,100 lb,205 lb,--,--,--,--,--,--,--,5,
2195193,--,--,--,--,--,--,--,--,--,--,--,--,
326778,--,--,--,--,--,--,--,--,--,--,--,--,
185340,--,--,--,--,--,--,--,--,--,--,--,--,
242345,--,--,--,--,--,--,--,--,--,--,--,--,
1221159,--,--,--,--,--,--,--,--,--,--,--,--,--
1786100,--,--,--,--,--,--,--,--,--,--,--,--,
1992748,100 kg,65 kg,40 kg,130 kg,--,--,--,--,1:53,--,--,1,
1812895,--,--,--,--,--,--,--,--,--,--,--,--,
1703340,--,--,--,--,--,--,--,--,--,--,--,--,
149251,--,--,--,--,--,--,--,--,--,--,--,--,
2430433,--,--,--,--,--,--,--,--,--,--,--,--,
2166176,65 kg,50 kg,30 kg,102 kg,--,--,--,--,--,--,--,12,
1562663,--,--,--,--,--,--,--,--,--,--,--,--,
877340,--,--,--,--,--,--,--,--,--,--,--,--,
1608114,--,--,--,--,--,--,--,--,--,--,--,--,
136976,195 lb,120 lb,100 lb,255 lb,8:26,3:17,14:24,--,--,28:50,225,11,
1884953,--,--,--,--,--,--,--,--,--,--,--,--,
1764837,--,--,--,--,--,--,--,--,--,--,--,--,
1382713,--,--,--,--,--,--,--,--,--,--,--,--,
1305121,--,140 lb,105 lb,235 lb,4:11,4:02,16:21,--,--,--,--,--,
2412242,--,--,--,200 lb,--,--,--,--,--,--,--,--,
1588550,--,--,--,--,--,--,--,--,--,--,--,--,
1341651,177 lb,120 lb,88 lb,215 lb,--,--,--,--,--,22:42,--,20,
911986,195 lb,135 lb,95 lb,265 lb,--,3:10,--,--,1:34,23:50,--,--,
505309,165 lb,105 lb,--,225 lb,8:58,--,--,--,--,--,--,--,--
2459518,--,--,--,--,--,--,--,--,--,--,--,--,
122924,185 lb,125 lb,100 lb,275 lb,--,--,--,--,--,--,--,25,
1610855,100 kg,67 kg,45 kg,125 kg,--,--,--,--,--,--,--,--,
1405705,--,--,--,--,--,--,--,--,--,--,--,--,
2233525,--,--,--,--,--,--,--,--,--,--,--,--,
325948,215 lb,165 lb,115 lb,285 lb,6:37,3:55,--,--,--,28:56,--,19,
1081255,--,--,--,--,--,--,--,--,--,--,--,--,
583471,--,--,--,--,--,--,--,--,--,--,--,--,
64347,--,--,--,--,--,--,--,--,--,--,--,--,
2392192,--,--,--,--,--,--,--,--,--,--,--,--,
2275220,--,--,--,--,--,--,--,--,--,--,--,--,
1977993,--,--,--,--,--,--,--,--,--,--,--,--,
1019075,--,--,--,--,--,--,--,--,--,--,--,--,
707940,--,--,--,--,--,--,--,--,--,--,--,--,
2085763,190 lb,145 lb,105 lb,235 lb,--,--,--,--,--,--,--,--,
566193,245 lb,125 lb,105 lb,265 lb,--,--,--,--,--,--,--,--,
1539762,200 lb,130 lb,110 lb,245 lb,--,--,--,--,2:30,28:00,--,5,
480371,--,60 kg,40 kg,105 kg,--,--,--,--,--,--,--,--,
1765346,220 lb,145 lb,110 lb,255 lb,9:08,--,--,--,--,--,--,15,
1385845,--,--,--,--,--,--,--,--,--,--,--,--,
2235437,--,--,--,--,--,--,--,--,--,--,--,--,
885905,58 kg,50 kg,36 kg,88 kg,--,--,12:13,42:03,1:40,24:57,246,15,
964159,90 kg,65 kg,55 kg,90 kg,--,3:11,--,--,--,--,--,7,
830646,--,--,128 lb,275 lb,--,4:37,--,--,--,--,--,2,
2406415,60 kg,--,35 kg,77 kg,--,--,--,--,--,--,--,--,
1906008,--,--,--,--,--,--,--,--,--,--,--,--,
925151,145 lb,140 lb,95 lb,200 lb,6:59,4:23,11:50,30:07,--,36:00,--,--,
639305,160 lb,135 lb,105 lb,215 lb,--,--,--,--,--,--,--,--,
2228543,--,--,--,--,--,--,--,--,--,--,--,--,
2054698,--,--,--,--,--,--,--,--,--,--,--,--,
895964,128 lb,--,--,195 lb,9:37,--,19:22,--,--,--,--,--,
2262827,160 lb,120 lb,85 lb,235 lb,--,--,--,--,--,32:00,--,--,--
2259923,--,--,--,--,--,--,--,--,--,--,--,--,
1313748,70 kg,52 kg,40 kg,95 kg,--,--,--,--,--,--,--,--,
2503348,185 lb,--,91 lb,235 lb,--,--,--,--,--,--,--,--,
2099582,--,155 lb,110 lb,245 lb,--,--,--,--,--,--,--,--,
2350846,115 kg,74 kg,58 kg,132 kg,--,--,--,--,--,--,--,--,--
748199,185 lb,125 lb,95 lb,225 lb,9:05,4:01,--,--,--,--,--,3,--
2223772,83 kg,--,--,108 kg,--,--,--,--,--,25:45,--,8,
1972353,--,--,--,--,--,--,--,--,--,--,--,--,
1603547,--,--,--,--,--,--,--,--,--,--,--,--,
2496305,165 lb,125 lb,80 lb,215 lb,--,--,--,--,--,--,--,--,
1763940,--,--,--,--,--,--,--,--,--,--,--,--,
1808323,--,--,--,--,--,--,--,--,--,--,--,--,
1326203,--,--,--,--,--,--,--,--,--,--,--,--,
1805518,70 kg,56 kg,39 kg,100 kg,--,--,--,--,--,--,--,5,--
1094242,--,--,--,--,--,--,--,--,--,--,--,--,
1653831,--,--,--,--,--,--,--,--,--,--,--,--,
2213057,80 kg,60 kg,45 kg,100 kg,7:02,4:32,12:10,--,--,30:01,--,6,--
1342899,--,155 lb,100 lb,--,--,--,--,--,--,--,--,5,
1864612,240 lb,165 lb,115 lb,350 lb,--,--,--,--,--,--,--,7,
316319,--,105 lb,100 lb,--,--,--,13:43,--,--,26:39,--,13,
2512773,260 lb,143 lb,105 lb,298 lb,--,--,--,--,--,--,--,--,
1821262,--,--,--,--,--,--,--,--,--,--,--,--,
1570687,--,--,--,--,--,--,--,--,--,--,--,--,
1234295,250 lb,137 lb,--,260 lb,--,--,--,--,--,--,221,--,
735472,70 kg,50 kg,40 kg,90 kg,--,--,--,--,--,32:00,--,--,
1039597,--,--,--,--,--,--,--,--,--,--,--,--,
1651497,45 kg,35 kg,--,70 kg,--,--,--,--,--,--,--,--,
537360,175 lb,--,--,245 lb,9:59,--,--,37:44,--,--,--,--,
1820570,--,--,--,--,--,--,--,--,--,--,--,--,
274779,245 lb,173 lb,153 lb,325 lb,--,--,--,--,1:03,22:30,284,22,
2005726,205 lb,--,--,265 lb,--,--,--,--,--,--,--,--,
133265,175 lb,140 lb,95 lb,235 lb,8:02,5:48,--,--,--,29:00,234,--,
2132355,80 kg,55 kg,45 kg,120 kg,--,--,--,--,--,--,--,4,--
1763072,--,--,35 kg,76 kg,--,--,--,--,--,--,--,--,
2064368,--,--,--,--,--,--,--,--,--,--,--,--,
100794,--,--,--,--,--,--,--,--,--,--,--,--,
319978,170 lb,125 lb,95 lb,245 lb,9:19,5:30,11:57,27:36,1:22,28:32,247,10,
934976,170 lb,--,--,210 lb,--,--,--,--,--,--,--,--,
2208021,--,--,--,--,--,--,--,--,--,--,--,--,
1640867,90 kg,68 kg,47 kg,101 kg,--,--,--,--,--,--,--,--,--
915159,65 kg,48 kg,35 kg,75 kg,--,--,--,--,--,--,--,10,
1468763,--,--,--,--,--,--,--,--,--,--,--,--,
1817070,65 kg,--,--,85 kg,--,--,--,--,--,35:00,--,1,
315699,--,115 lb,80 lb,210 lb,--,--,--,--,--,--,--,15,
2282506,--,62 kg,46 kg,104 kg,--,--,--,--,--,--,--,--,
2488539,235 lb,105 lb,85 lb,245 lb,--,6:37,12:18,--,1:24,31:03,--,--,--
1555391,--,--,--,--,--,--,--,--,--,--,--,--,
2476737,--,--,--,--,--,--,--,--,--,--,--,--,
2310575,--,--,--,--,--,--,--,--,--,--,--,--,
2239882,--,--,--,--,--,--,--,--,--,--,--,--,
1365125,--,--,--,--,--,--,--,--,--,--,--,--,
112474,--,--,--,--,--,--,--,--,--,--,--,--,
1640478,80 kg,60 kg,37 kg,110 kg,6:48,6:00,--,--,--,--,--,4,
1364447,--,--,--,--,--,--,--,--,--,--,--,--,--
2012267,221 lb,135 lb,100 lb,280 lb,--,--,--,--,--,--,--,--,
991114,--,--,--,--,--,--,--,--,--,--,--,--,
919665,--,--,--,--,--,--,--,--,--,--,--,--,
1749251,185 lb,135 lb,110 lb,215 lb,--,--,--,--,--,--,--,--,--
940818,--,--,--,--,--,--,--,--,--,--,--,--,
1560721,85 kg,55 kg,37 kg,102 kg,10:00,--,11:57,30:11,2:11,25:56,--,10,
1035800,--,--,--,--,--,--,--,--,--,--,--,--,
2051931,--,--,--,--,--,--,--,--,--,--,--,--,
1562291,50 kg,40 kg,25 kg,70 kg,--,--,--,--,--,--,--,5,
1386124,160 lb,--,--,215 lb,--,--,--,--,--,--,--,--,
2073115,70 kg,60 kg,40 kg,105 kg,--,--,--,--,--,32:00,--,--,
2088919,62 kg,55 kg,32 kg,95 kg,9:34,--,11:25,32:19,--,26:30,209,10,
1062260,186 lb,105 lb,80 lb,235 lb,--,--,--,--,1:56,31:30,--,10,
2186199,107 kg,72 kg,47 kg,127 kg,--,2:51,--,--,--,--,--,--,
925459,198 lb,115 lb,85 lb,212 lb,--,--,--,--,--,--,--,10,
1490071,--,--,--,--,--,--,--,--,--,--,--,--,
1005403,--,--,--,--,--,--,--,--,--,--,--,--,
1736173,--,--,--,--,--,--,--,--,--,--,--,--,
1719711,--,--,--,--,--,--,--,--,--,--,--,--,
1264712,--,--,--,--,--,--,--,--,--,--,--,--,
878025,125 kg,85 kg,63 kg,151 kg,--,--,--,--,--,--,--,12,
779900,65 kg,45 kg,35 kg,80 kg,--,--,--,--,--,--,--,--,
1976045,75 kg,50 kg,38 kg,90 kg,--,--,--,--,--,--,--,--,--
2484023,--,--,--,--,--,--,--,--,--,--,--,--,
1647964,205 lb,130 lb,87 lb,262 lb,--,4:01,9:27,--,--,--,264,--,
1956309,220 lb,123 lb,95 lb,263 lb,--,--,--,--,--,--,--,--,
685566,--,--,--,--,--,--,--,--,--,--,--,--,
780392,--,--,--,--,--,--,--,--,1:12,--,--,30,
1614548,--,--,--,--,--,--,--,--,--,32:24,--,--,--
97817,220 lb,154 lb,118 lb,283 lb,8:50,--,--,--,--,--,--,30,
1792881,--,--,--,--,--,--,--,--,--,--,--,--,
2390452,--,--,--,--,--,--,--,--,--,--,--,--,
2173844,185 lb,140 lb,95 lb,230 lb,--,--,--,--,--,--,--,--,
1185864,--,--,--,--,--,--,--,--,--,--,--,--,
734947,--,--,--,--,--,--,--,--,--,--,--,--,
935879,--,--,--,--,--,--,--,--,--,--,--,--,
1826162,--,--,--,--,--,--,--,--,--,--,--,--,
1272487,83 kg,54 kg,50 kg,99 kg,--,4:42,--,--,1:42,35:10,--,1,--
1555836,--,--,--,--,--,--,--,--,--,--,--,--,
1646775,--,--,--,--,--,--,--,--,--,--,--,--,
1363230,--,--,--,--,--,--,--,--,--,32:00,--,--,--
911795,185 lb,120 lb,--,225 lb,--,--,15:00,--,--,27:25,224,--,--
396207,--,--,--,--,--,--,--,--,--,--,--,--,
1010643,256 lb,150 lb,--,308 lb,--,--,--,--,--,--,--,--,
113588,--,--,--,--,--,--,--,--,--,--,--,--,
2177911,--,--,--,--,--,--,--,--,--,--,--,--,
124336,225 lb,145 lb,117 lb,335 lb,7:26,4:44,--,--,--,--,--,--,
127209,--,--,--,--,--,--,--,--,--,--,--,--,
746872,--,--,--,--,--,--,--,--,--,--,--,--,
2479300,--,--,--,--,--,--,--,--,--,--,--,--,
2217991,--,--,--,--,--,--,--,--,--,--,--,--,
2223042,--,--,--,--,--,--,--,--,--,--,--,--,
1209977,216 lb,140 lb,100 lb,260 lb,6:00,2:43,13:44,--,1:53,25:59,252,4,
1764541,--,--,--,--,--,--,--,--,--,--,--,--,--
18475,185 lb,115 lb,90 lb,210 lb,7:32,--,--,--,1:00,24:00,--,15,--
2171334,--,--,--,100 kg,--,--,--,--,--,28:00,--,--,
2410026,--,--,--,--,--,--,--,--,--,--,--,--,
2268730,--,--,--,--,--,--,--,--,--,--,--,--,
953645,78 kg,55 kg,33 kg,93 kg,--,--,--,--,--,31:50,--,6,
1610405,90 kg,68 kg,40 kg,103 kg,8:02,--,--,--,--,--,--,--,
1455072,285 lb,180 lb,125 lb,340 lb,--,--,--,--,--,41:46,--,--,--
2403395,--,--,--,--,--,--,--,--,--,--,--,--,
1308265,--,--,--,--,--,--,--,--,--,--,--,--,
1356982,195 lb,125 lb,85 lb,280 lb,--,--,--,--,--,--,--,10,
496880,220 lb,155 lb,115 lb,270 lb,--,--,--,--,--,--,--,--,
2166511,--,--,--,--,--,--,--,--,--,--,--,--,
540298,180 lb,140 lb,105 lb,260 lb,--,--,--,--,--,--,--,15,
2008886,--,--,--,--,--,--,--,--,--,--,--,--,
482122,65 kg,55 kg,--,93 kg,--,--,--,--,--,26:53,--,--,--
21170,175 lb,130 lb,--,245 lb,7:11,4:23,17:16,--,--,--,--,6,--
